"Date","Time","PT08.S1.CO.","PT08.S2.NMHC.","PT08.S3.NOx.","PT08.S4.NO2.","PT08.S5.O3.","T","RH","AH"
"25.03.04","15:00:00",1084,924,986,1501,786,16,41.3,0.7462
"25.03.04","16:00:00",1105,982,939,1545,850,17.7,35.4,0.7094
"25.03.04","17:00:00",1102,957,968,1527,820,17.1,37.4,0.7225
"25.03.04","18:00:00",1240,1137,836,1748,991,14.9,40.5,0.6835
"25.03.04","19:00:00",1443,1418,666,2060,1454,13.4,47.8,0.7293
"25.03.04","20:00:00",1389,1341,692,1982,1488,12.6,52.5,0.7642
"25.03.04","21:00:00",1183,989,904,1539,1205,12.2,53.2,0.7555
"25.03.04","22:00:00",1014,798,1083,1376,909,10.6,56.1,0.714
"25.03.04","23:00:00",979,736,1154,1324,769,9.9,59.5,0.7276
"26.03.04","0:00:00",1048,787,1098,1373,835,9.6,61.1,0.7323
"26.03.04","1:00:00",1024,753,1131,1357,793,9.7,61.6,0.7425
"26.03.04","2:00:00",974,690,1208,1313,733,9.4,62.6,0.7398
"26.03.04","3:00:00",862,561,1449,1219,502,8.2,68.5,0.7455
"26.03.04","4:00:00",925,602,1398,1263,562,8,69.4,0.7459
"26.03.04","5:00:00",952,654,1210,1312,832,7.7,72.4,0.7655
"26.03.04","6:00:00",1005,713,1130,1363,924,8,71.8,0.7711
"26.03.04","7:00:00",1122,842,1015,1438,974,8.5,66.3,0.7375
"26.03.04","8:00:00",1351,1201,783,1828,1307,9.8,59.6,0.7214
"26.03.04","9:00:00",1408,1278,682,1928,1481,11.2,57,0.7544
"26.03.04","10:00:00",1304,1142,772,1747,1405,14.8,44.1,0.7407
"26.03.04","11:00:00",1207,1098,826,1664,1195,16.8,35.3,0.6729
"26.03.04","12:00:00",1099,1014,948,1503,868,19.2,27.1,0.5976
"26.03.04","13:00:00",1106,1068,915,1535,874,19.1,26.2,0.5741
"26.03.04","14:00:00",1009,916,1015,1391,738,16.3,30.8,0.5683
"26.03.04","15:00:00",962,776,1152,1279,550,14.2,36.8,0.5922
"26.03.04","16:00:00",1093,933,976,1454,777,13.4,41,0.6292
"26.03.04","17:00:00",1180,1023,886,1588,966,14.2,43.3,0.6982
"26.03.04","18:00:00",1168,1037,868,1580,990,12.1,45.6,0.6403
"26.03.04","19:00:00",1168,1063,876,1540,944,10.4,48,0.6046
"26.03.04","20:00:00",1140,1000,916,1490,962,10,51.1,0.628
"26.03.04","21:00:00",1001,811,1097,1308,778,9.8,50.8,0.6172
"26.03.04","22:00:00",953,743,1185,1252,690,9.7,50.4,0.6063
"26.03.04","23:00:00",972,715,1237,1258,644,9.9,50.2,0.6103
"27.03.04","0:00:00",1021,776,1144,1307,753,9.4,53.4,0.63
"27.03.04","1:00:00",940,664,1290,1232,646,8.6,57.8,0.6488
"27.03.04","2:00:00",1046,736,1142,1312,838,8.1,62.1,0.6746
"27.03.04","3:00:00",1026,699,1191,1292,851,7.9,63.5,0.6777
"27.03.04","4:00:00",983,698,1209,1296,801,7.4,64.8,0.6683
"27.03.04","5:00:00",915,578,1417,1212,665,8.2,58.9,0.6444
"27.03.04","6:00:00",935,615,1373,1250,717,6.3,66.6,0.641
"27.03.04","7:00:00",976,669,1270,1266,795,7.2,62.9,0.6396
"27.03.04","8:00:00",1124,842,1050,1418,936,7.2,63.9,0.65
"27.03.04","9:00:00",1163,919,922,1530,1076,11.1,50.5,0.6654
"27.03.04","10:00:00",1167,966,942,1520,1016,15.5,36.1,0.6313
"27.03.04","11:00:00",1121,955,992,1451,834,17.8,29.2,0.592
"27.03.04","12:00:00",1071,940,994,1449,756,17.6,30.1,0.6013
"27.03.04","13:00:00",1065,979,950,1467,766,19.1,26.8,0.5861
"27.03.04","14:00:00",1157,1072,888,1596,905,17.7,28.6,0.5735
"27.03.04","15:00:00",1046,883,1051,1357,765,17.8,28.4,0.5737
"27.03.04","16:00:00",1147,1042,934,1538,830,18.7,26,0.5555
"27.03.04","17:00:00",1119,1022,916,1508,853,17.1,31.3,0.6038
"27.03.04","18:00:00",1210,1062,886,1586,981,15.8,36.1,0.644
"27.03.04","19:00:00",1306,1079,827,1621,1286,14.7,40.1,0.6657
"27.03.04","20:00:00",1258,1057,841,1633,1244,13.6,44.9,0.6991
"27.03.04","21:00:00",1148,930,948,1475,1056,12.5,48.1,0.6946
"27.03.04","22:00:00",1108,848,1023,1421,1003,11.8,50.8,0.7042
"27.03.04","23:00:00",1231,924,906,1483,1245,10.9,56.1,0.7326
"28.03.04","0:00:00",1293,937,930,1464,1200,10.9,55.9,0.7277
"28.03.04","1:00:00",1274,912,939,1451,1188,10.3,58.1,0.7278
"28.03.04","2:00:00",1135,827,1013,1395,1070,9.3,62.2,0.7294
"28.03.04","3:00:00",1151,911,935,1501,1075,8.2,66.7,0.7276
"28.03.04","4:00:00",1010,769,1110,1396,895,8.3,64.9,0.7124
"28.03.04","5:00:00",870,626,1325,1284,755,9.6,58.5,0.7
"28.03.04","6:00:00",983,688,1251,1342,806,7.7,66.4,0.699
"28.03.04","7:00:00",995,691,1219,1321,836,7.4,68,0.7043
"28.03.04","8:00:00",1024,747,1136,1382,897,9.7,58.6,0.7035
"28.03.04","9:00:00",1163,880,959,1486,1073,12.5,50.1,0.7242
"28.03.04","10:00:00",1218,938,918,1501,1088,16.8,36.9,0.7018
"28.03.04","11:00:00",1210,958,933,1514,1036,19.2,31.3,0.6887
"28.03.04","12:00:00",1114,887,1020,1438,768,21.3,26.4,0.6607
"28.03.04","13:00:00",995,796,1159,1287,587,21.2,23.1,0.5768
"28.03.04","14:00:00",927,700,1285,1189,452,18.6,25,0.5319
"28.03.04","15:00:00",1002,754,1189,1260,470,18,27.3,0.5594
"28.03.04","16:00:00",987,727,1213,1244,502,18.2,28.3,0.5848
"28.03.04","17:00:00",993,714,1217,1238,516,17,31.4,0.6048
"28.03.04","18:00:00",1012,746,1174,1301,555,15.6,35,0.617
"28.03.04","19:00:00",1114,823,1068,1357,671,14.1,40.2,0.6438
"28.03.04","20:00:00",1093,789,1102,1329,788,13.4,43.2,0.6623
"28.03.04","21:00:00",968,669,1261,1246,538,12.3,46.8,0.6686
"28.03.04","22:00:00",960,666,1266,1224,544,11.9,46.5,0.6449
"28.03.04","23:00:00",942,648,1300,1204,500,11.5,46.6,0.6319
"29.03.04","0:00:00",888,598,1396,1156,417,10.6,48,0.6135
"29.03.04","1:00:00",818,524,1588,1071,341,10.7,45.8,0.5895
"29.03.04","2:00:00",840,509,1643,1076,352,10.4,46.6,0.5901
"29.03.04","3:00:00",894,524,1557,1095,397,10.1,47.8,0.5913
"29.03.04","4:00:00",864,516,1496,1153,502,11.3,46.9,0.628
"29.03.04","5:00:00",898,559,1441,1180,648,10.1,51.2,0.6341
"29.03.04","6:00:00",946,643,1309,1232,760,9.9,50.7,0.6167
"29.03.04","7:00:00",1309,1125,844,1687,1183,8.1,56.8,0.615
"29.03.04","8:00:00",1326,1289,714,1806,1431,10.9,44.1,0.5748
"29.03.04","9:00:00",966,786,1111,1258,705,11.8,37.6,0.5184
"29.03.04","10:00:00",975,793,1133,1254,637,13.9,33.2,0.5222
"29.03.04","11:00:00",988,803,1105,1293,658,15.6,30.1,0.5285
"29.03.04","12:00:00",971,786,1129,1272,546,16.5,29,0.5406
"29.03.04","13:00:00",1010,833,1070,1332,561,17.5,27.9,0.5517
"29.03.04","14:00:00",984,790,1131,1268,532,17.9,26.8,0.5446
"29.03.04","15:00:00",962,776,1131,1247,535,18.2,26.1,0.5387
"29.03.04","16:00:00",1012,801,1098,1289,525,18,27.1,0.5522
"29.03.04","17:00:00",1058,896,996,1358,603,17,28.9,0.5558
"29.03.04","18:00:00",1173,985,905,1477,802,16.1,31.3,0.568
"29.03.04","19:00:00",1127,907,957,1404,796,14.5,35.4,0.5839
"29.03.04","20:00:00",1020,797,1066,1302,689,13.2,37.9,0.5733
"29.03.04","21:00:00",949,700,1221,1178,553,13.1,34.4,0.517
"29.03.04","22:00:00",930,710,1278,1137,509,13.5,28.5,0.4405
"29.03.04","23:00:00",900,643,1339,1089,455,12.4,31.9,0.4583
"30.03.04","0:00:00",899,630,1418,1050,425,13.1,26.8,0.4023
"30.03.04","1:00:00",866,569,1468,1055,436,11.6,33.6,0.4595
"30.03.04","2:00:00",900,563,1402,1130,618,10.5,42.9,0.5442
"30.03.04","3:00:00",949,540,1457,1104,747,11.7,38.7,0.5298
"30.03.04","4:00:00",897,529,1462,1101,693,12.2,37.2,0.5277
"30.03.04","5:00:00",956,605,1341,1117,691,12.9,33.9,0.5037
"30.03.04","6:00:00",1054,779,1080,1266,1013,11.3,40.3,0.5376
"30.03.04","7:00:00",1343,1096,839,1587,1311,11.9,38.4,0.5341
"30.03.04","8:00:00",1584,1399,642,1947,1675,13.3,35.6,0.5416
"30.03.04","9:00:00",1556,1337,674,1852,1689,16.3,28.8,0.5305
"30.03.04","10:00:00",1565,1324,695,1872,1688,17.9,28.2,0.5741
"30.03.04","11:00:00",1429,1251,734,1754,1548,18.3,26.6,0.5529
"30.03.04","12:00:00",1419,1267,742,1763,1490,20.8,22.5,0.5463
"30.03.04","13:00:00",1373,1213,791,1711,1354,22.4,20,0.5352
"30.03.04","14:00:00",1185,992,942,1448,1014,20.9,21.7,0.5295
"30.03.04","15:00:00",1122,897,991,1372,831,19.1,26.5,0.579
"30.03.04","16:00:00",1085,820,1060,1325,699,18.1,30.6,0.6295
"30.03.04","17:00:00",1249,968,874,1527,926,17.3,34.7,0.6788
"30.03.04","18:00:00",1236,962,853,1532,928,15.8,40.4,0.7228
"30.03.04","19:00:00",1334,1047,815,1638,1038,15.9,42,0.7541
"30.03.04","20:00:00",1264,928,884,1534,1035,15.9,43.5,0.779
"30.03.04","21:00:00",1073,746,1072,1360,789,15,46.1,0.7833
"30.03.04","22:00:00",1053,701,1147,1323,692,15.1,44.6,0.7574
"30.03.04","23:00:00",1098,747,1094,1360,764,14.9,43.5,0.7302
"31.03.04","0:00:00",1029,702,1180,1287,639,14.8,41,0.685
"31.03.04","1:00:00",973,631,1287,1240,541,14.8,40.8,0.6814
"31.03.04","2:00:00",972,639,1222,1256,678,14.8,40.8,0.6834
"31.03.04","3:00:00",832,496,1613,1066,381,14.2,36.1,0.5823
"31.03.04","4:00:00",851,477,1699,1064,343,14.5,36.1,0.5928
"31.03.04","5:00:00",909,545,1473,1131,436,14.6,36,0.5947
"31.03.04","6:00:00",1038,684,1220,1279,688,14.4,38.5,0.6291
"31.03.04","7:00:00",1636,1168,721,1926,1438,13.8,58.2,0.9129
"31.03.04","8:00:00",1580,1295,639,1957,1489,13.2,61.1,0.9256
"31.03.04","9:00:00",1262,924,872,1576,1093,10.4,74.4,0.9384
"31.03.04","10:00:00",1197,837,957,1498,965,11.5,71,0.9582
"31.03.04","11:00:00",1277,886,902,1579,1004,12.2,70,0.9924
"31.03.04","12:00:00",1430,1025,779,1772,1166,12.3,73.3,1.0442
"31.03.04","13:00:00",1242,944,846,1638,991,11.3,78.1,1.0411
"31.03.04","14:00:00",1349,1023,804,1748,1054,13.6,69.2,1.0746
"31.03.04","15:00:00",1390,1100,755,1799,1192,14.9,59.3,0.9974
"31.03.04","16:00:00",1224,980,850,1637,1055,15.7,50.9,0.8997
"31.03.04","17:00:00",1253,1026,810,1681,1048,15.2,52.9,0.9087
"31.03.04","18:00:00",1312,1041,821,1712,1073,15.5,50.8,0.8881
"31.03.04","19:00:00",1254,1033,819,1669,1068,14.3,52.9,0.8581
"31.03.04","20:00:00",1198,953,882,1588,1019,13.2,56,0.8446
"31.03.04","21:00:00",1060,787,1044,1418,833,12.6,57,0.8315
"31.03.04","22:00:00",1050,769,1078,1409,759,12.3,57.8,0.8224
"31.03.04","23:00:00",1029,754,1098,1395,749,12,58.4,0.8164
"01.04.04","0:00:00",1143,825,986,1477,978,12,61.6,0.8593
"01.04.04","1:00:00",1044,770,1031,1425,944,11.5,63.9,0.8652
"01.04.04","2:00:00",1034,716,1085,1405,891,10.7,67.2,0.863
"01.04.04","3:00:00",956,713,1099,1422,849,9,73.1,0.8394
"01.04.04","4:00:00",909,615,1237,1322,790,10.2,66.6,0.8299
"01.04.04","5:00:00",996,648,1176,1340,852,11,63.7,0.8325
"01.04.04","6:00:00",1154,876,1002,1561,987,9.6,68.8,0.8243
"01.04.04","7:00:00",1510,1291,675,1949,1435,9.5,69.6,0.8273
"01.04.04","8:00:00",1722,1595,539,2439,1798,11.9,60.9,0.8455
"01.04.04","9:00:00",1512,1323,631,2001,1677,16.2,48.6,0.8892
"01.04.04","10:00:00",1258,1040,800,1701,1282,19.2,39.6,0.8693
"01.04.04","11:00:00",1094,850,970,1489,871,19.7,38.4,0.8743
"01.04.04","12:00:00",1129,875,974,1524,759,20.6,36.7,0.8797
"01.04.04","13:00:00",1125,924,937,1542,790,21.8,33.9,0.8771
"01.04.04","17:00:00",1308,1193,793,1193,1187,23.6,27.5,0.7913
"01.04.04","18:00:00",1529,1331,700,2028,1399,22.8,32.1,0.8814
"01.04.04","19:00:00",1592,1429,624,2089,1644,20.8,36.7,0.8878
"01.04.04","20:00:00",1536,1302,666,1922,1599,18.3,40.9,0.8493
"01.04.04","21:00:00",1192,1007,827,1604,1223,16.8,44,0.8341
"01.04.04","22:00:00",1186,976,844,1570,1200,15.8,48,0.8569
"01.04.04","23:00:00",1203,920,898,1529,1118,14.9,52,0.8757
"02.04.04","0:00:00",1139,899,921,1514,1067,14.1,54.4,0.8701
"02.04.04","1:00:00",1072,795,986,1442,1048,13.3,58.8,0.8922
"02.04.04","2:00:00",954,667,1180,1350,718,13.3,60.9,0.9229
"02.04.04","3:00:00",951,673,1137,1381,797,11.8,64.3,0.8869
"02.04.04","4:00:00",926,638,1195,1342,749,11.2,65.9,0.8775
"02.04.04","5:00:00",968,628,1197,1372,737,11.3,72.9,0.9738
"02.04.04","6:00:00",1067,727,1055,1448,903,11.4,71.8,0.9671
"02.04.04","7:00:00",1386,1083,798,1833,1159,11.9,73.7,1.0254
"02.04.04","8:00:00",1474,1306,634,2060,1365,12.6,70.2,1.0221
"02.04.04","9:00:00",1569,1316,634,2054,1510,13.6,65.3,1.0136
"02.04.04","10:00:00",1375,1177,706,1898,1386,16.9,52.3,1.0013
"02.04.04","11:00:00",1328,1123,738,1821,1368,19.4,44.1,0.9855
"02.04.04","12:00:00",1341,1176,748,1825,1347,22.9,33.8,0.9322
"02.04.04","13:00:00",1297,1183,765,1773,1242,23.6,31.3,0.9001
"02.04.04","14:00:00",1303,1139,790,1761,1138,24.7,30.5,0.9371
"02.04.04","15:00:00",1281,1116,809,1703,1080,26.1,27.3,0.9101
"02.04.04","16:00:00",1248,1103,872,1632,1002,27.6,22.8,0.8288
"02.04.04","17:00:00",1382,1288,778,1799,1212,26.9,22.3,0.7792
"02.04.04","18:00:00",1491,1385,685,1915,1486,24.3,30.1,0.9012
"02.04.04","19:00:00",1620,1407,641,2052,1567,21.2,40.1,0.9978
"02.04.04","20:00:00",1693,1439,618,2083,1723,19.4,42.5,0.9483
"02.04.04","21:00:00",1374,1121,771,1685,1399,18.5,43,0.9074
"02.04.04","22:00:00",1287,982,841,1582,1291,17.8,47,0.9467
"02.04.04","23:00:00",1408,1052,761,1684,1443,16.8,53.2,1.01
"03.04.04","0:00:00",1254,941,828,1566,1270,17.1,51.8,0.999
"03.04.04","1:00:00",1141,827,936,1488,1110,16.2,54.2,0.9933
"03.04.04","2:00:00",1141,777,986,1455,1060,15.1,58.2,0.9886
"03.04.04","3:00:00",1042,697,1056,1410,965,15.1,57.6,0.9796
"03.04.04","4:00:00",986,651,1145,1380,891,14.5,58,0.9488
"03.04.04","5:00:00",1005,673,1103,1387,905,13.7,61.6,0.9631
"03.04.04","6:00:00",1041,683,1112,1398,899,13.9,59.6,0.9408
"03.04.04","7:00:00",1272,959,846,1660,1136,13.3,61.7,0.9399
"03.04.04","8:00:00",1436,1154,704,1872,1391,15.1,55.8,0.9486
"03.04.04","9:00:00",1472,1126,720,1816,1460,17,50.5,0.9684
"03.04.04","10:00:00",1418,1023,785,1720,1410,19.7,43.3,0.9837
"03.04.04","11:00:00",1410,1030,781,1743,1372,20.7,41.7,1.0092
"03.04.04","12:00:00",1438,1096,781,1779,1266,23.3,35.8,1.0098
"03.04.04","13:00:00",1278,1000,866,1621,1014,23.8,30.5,0.8897
"03.04.04","14:00:00",1257,1006,915,1573,870,24.8,27,0.8325
"03.04.04","15:00:00",1331,1046,882,1635,905,25,27.5,0.8575
"03.04.04","16:00:00",1361,1102,834,1704,991,25.8,26.5,0.8675
"03.04.04","17:00:00",1398,1156,812,1722,1076,25.1,27.1,0.8496
"03.04.04","18:00:00",1483,1213,764,1798,1249,23.7,28.6,0.8273
"03.04.04","19:00:00",1697,1471,625,2153,1548,22.1,36.8,0.9681
"03.04.04","20:00:00",1459,1124,736,1823,1300,19.9,47.5,1.0912
"03.04.04","21:00:00",1268,918,873,1602,1029,18.7,50.4,1.0772
"03.04.04","22:00:00",1469,1128,762,1870,1207,18.1,51.3,1.0587
"03.04.04","23:00:00",1316,952,847,1644,1047,17.5,53.8,1.0648
"04.04.04","0:00:00",1224,892,884,1580,923,16.7,56.5,1.0634
"04.04.04","1:00:00",1215,843,929,1551,862,15.9,59.2,1.0635
"04.04.04","2:00:00",1115,782,980,1500,752,15.2,62.4,1.0726
"04.04.04","3:00:00",1124,793,965,1521,791,14.7,65,1.0766
"04.04.04","4:00:00",1028,682,1090,1448,697,14.3,65.3,1.0594
"04.04.04","5:00:00",1010,650,1171,1434,664,13.7,66.5,1.0393
"04.04.04","6:00:00",1074,731,1020,1488,891,12.9,69.1,1.0264
"04.04.04","7:00:00",1034,684,1110,1423,813,13.7,64.8,1.0135
"04.04.04","8:00:00",1130,720,1063,1461,828,15.3,59,1.0181
"04.04.04","9:00:00",1275,900,868,1634,1057,18.1,49.8,1.0272
"04.04.04","10:00:00",1324,939,846,1658,1011,21.5,40.7,1.0301
"04.04.04","11:00:00",1268,902,906,1589,932,23.3,37.1,1.0457
"04.04.04","12:00:00",1272,924,895,1603,881,25.1,33.8,1.0594
"04.04.04","13:00:00",1160,860,969,1531,646,25.6,32.1,1.0393
"04.04.04","14:00:00",1136,792,1057,1476,536,25.8,31.1,1.0143
"04.04.04","15:00:00",1296,977,863,1642,746,26.1,30.8,1.0253
"04.04.04","16:00:00",1345,996,841,1678,833,24.4,36,1.085
"04.04.04","17:00:00",1296,983,845,1626,802,23,36.2,1.0053
"04.04.04","18:00:00",1258,977,838,1636,838,22.1,39.3,1.0336
"04.04.04","19:00:00",1420,1085,755,1756,1051,19.8,44.6,1.0208
"04.04.04","20:00:00",1366,997,830,1673,1041,18.5,48.9,1.0323
"04.04.04","21:00:00",1113,772,989,1493,646,16.6,56.1,1.0481
"04.04.04","22:00:00",1196,853,909,1556,769,15.8,58.8,1.0464
"04.04.04","23:00:00",1188,829,930,1540,785,15.3,60.8,1.0501
"05.04.04","0:00:00",1102,750,1007,1470,613,14.7,64.4,1.0717
"05.04.04","1:00:00",969,611,1239,1330,430,14.8,63.3,1.0584
"05.04.04","2:00:00",983,600,1233,1375,485,15,61.5,1.0418
"05.04.04","3:00:00",876,505,1456,1294,467,15.5,56.9,0.9961
"05.04.04","4:00:00",884,489,1536,1278,436,16,54,0.9742
"05.04.04","5:00:00",1024,658,1175,1417,682,13.5,63.9,0.9809
"05.04.04","6:00:00",1126,822,945,1541,927,12.9,65.3,0.9688
"05.04.04","7:00:00",1415,1089,767,1795,1192,13.4,62.5,0.9582
"05.04.04","8:00:00",1631,1449,570,2299,1615,14.5,58.8,0.963
"05.04.04","9:00:00",1499,1247,647,1972,1505,15.3,56.7,0.9773
"05.04.04","10:00:00",1461,1127,703,1836,1451,15.6,57.4,1.0075
"05.04.04","11:00:00",1430,1107,713,1853,1409,16.6,55.2,1.0382
"05.04.04","12:00:00",1498,1171,684,1942,1434,17,54.3,1.0434
"05.04.04","13:00:00",1454,1162,682,1915,1457,18,51.5,1.0552
"05.04.04","14:00:00",1402,1069,733,1793,1325,19.5,47.5,1.0653
"05.04.04","15:00:00",1327,971,803,1705,1120,21.6,41.7,1.0606
"05.04.04","16:00:00",1273,963,832,1662,931,22.2,38.3,1.0106
"05.04.04","17:00:00",1457,1190,678,1877,1212,20.3,42.8,1.0053
"05.04.04","18:00:00",1543,1290,631,2011,1353,19.7,45.4,1.0312
"05.04.04","19:00:00",1499,1239,651,1957,1359,18.8,47.5,1.0199
"05.04.04","20:00:00",1378,1102,742,1796,1273,17.9,49.4,1.0064
"05.04.04","21:00:00",1243,928,852,1622,1079,17.5,50.9,1.009
"05.04.04","22:00:00",1196,885,884,1589,973,17.4,51.8,1.023
"05.04.04","23:00:00",1137,869,890,1554,951,17,53.9,1.0363
"06.04.04","0:00:00",1015,718,1065,1428,714,16.6,55.4,1.0408
"06.04.04","1:00:00",978,635,1188,1382,579,15.9,57,1.0224
"06.04.04","2:00:00",933,547,1357,1336,542,15,59.2,1.0059
"06.04.04","3:00:00",927,579,1267,1370,562,14.5,61.4,1.0041
"06.04.04","4:00:00",908,569,1303,1360,526,14.1,61.6,0.9883
"06.04.04","5:00:00",980,677,1141,1435,659,14.6,58.8,0.9711
"06.04.04","6:00:00",1236,920,880,1641,1012,14.4,58.9,0.9594
"06.04.04","7:00:00",1664,1407,594,2198,1564,15.3,55.2,0.9538
"06.04.04","8:00:00",1757,1636,494,2560,1806,16.2,52.5,0.9576
"06.04.04","9:00:00",1524,1350,588,2096,1604,18.4,46.3,0.9734
"06.04.04","10:00:00",1329,1119,707,1823,1288,19.6,41.8,0.9407
"06.04.04","11:00:00",1167,884,881,1580,931,20.2,40.1,0.937
"06.04.04","12:00:00",1369,1132,715,1818,1162,20.9,36.6,0.8939
"06.04.04","13:00:00",1284,1103,755,1704,1064,20.4,34.7,0.8229
"06.04.04","14:00:00",1221,1032,811,1630,913,19.3,35.4,0.7813
"06.04.04","15:00:00",1096,947,872,1519,684,18.6,36.9,0.7829
"06.04.04","16:00:00",1143,988,849,1590,710,18.8,36.8,0.7883
"06.04.04","17:00:00",1251,1116,760,1716,923,17.5,40.6,0.8068
"06.04.04","18:00:00",1268,1148,728,1776,1006,16.8,44.3,0.8428
"06.04.04","19:00:00",1314,1150,726,1784,1083,16.3,47.7,0.8746
"06.04.04","20:00:00",1315,1142,724,1807,1161,15.6,50.7,0.8947
"06.04.04","21:00:00",1095,918,896,1527,800,15.7,49.4,0.8768
"06.04.04","22:00:00",1027,808,996,1458,647,15.8,48.6,0.8653
"06.04.04","23:00:00",1012,752,1053,1393,649,15.7,47,0.8325
"07.04.04","0:00:00",948,710,1127,1352,575,15.7,45.9,0.8121
"07.04.04","1:00:00",889,603,1308,1271,455,15.6,44.9,0.792
"07.04.04","2:00:00",830,538,1475,1214,392,15.6,44.4,0.7827
"07.04.04","3:00:00",801,464,1749,1154,340,16.1,42.4,0.7718
"07.04.04","4:00:00",804,468,1826,1166,320,15.7,45.4,0.8063
"07.04.04","5:00:00",824,478,1705,1200,331,15.3,50.1,0.8617
"07.04.04","6:00:00",1000,688,1257,1398,426,14.2,58.6,0.9443
"07.04.04","7:00:00",1307,1082,777,1769,830,14.3,58.2,0.9431
"07.04.04","8:00:00",1286,1171,716,1821,1006,15,52,0.8817
"07.04.04","9:00:00",1150,925,865,1576,820,13.6,61.4,0.9519
"07.04.04","10:00:00",1087,876,911,1554,737,16.1,53.1,0.9675
"07.04.04","11:00:00",1016,839,991,1448,790,16.6,44.3,0.8294
"07.04.04","12:00:00",1029,892,937,1474,760,17.4,40.3,0.7922
"07.04.04","13:00:00",1109,943,883,1604,767,18.1,42.2,0.8679
"07.04.04","14:00:00",997,817,1030,1426,626,14.4,51.8,0.8433
"07.04.04","15:00:00",1177,880,927,1552,776,10.9,76.4,0.9953
"07.04.04","16:00:00",1045,808,1038,1421,589,16.4,47.7,0.8819
"07.04.04","17:00:00",1171,1073,847,1623,872,18,37.1,0.7598
"07.04.04","18:00:00",1221,1101,799,1700,996,14.7,48.7,0.8089
"07.04.04","19:00:00",1262,1133,774,1748,1033,11.3,71.3,0.9514
"07.04.04","20:00:00",1207,1013,876,1632,982,10,74,0.9087
"07.04.04","21:00:00",956,666,1235,1282,518,9.8,71.8,0.8702
"07.04.04","22:00:00",1020,727,1153,1391,631,9.3,75.2,0.8796
"07.04.04","23:00:00",1107,861,957,1510,879,9.6,76,0.9088
"08.04.04","0:00:00",1020,752,1074,1398,839,9.3,75,0.8799
"08.04.04","1:00:00",1051,798,1016,1455,876,9,76.7,0.8825
"08.04.04","2:00:00",965,716,1087,1383,827,8.2,79.6,0.8672
"08.04.04","3:00:00",890,672,1183,1338,781,7.6,80.6,0.8437
"08.04.04","4:00:00",823,568,1366,1263,699,8.3,75.6,0.8302
"08.04.04","5:00:00",869,642,1291,1288,723,8.1,72.1,0.7798
"08.04.04","6:00:00",939,754,1169,1384,797,8.1,70.4,0.7609
"08.04.04","7:00:00",1274,1109,820,1723,1138,8.1,70.5,0.7627
"08.04.04","8:00:00",1512,1482,596,2189,1605,9.9,64.3,0.7859
"08.04.04","9:00:00",1435,1271,676,1885,1569,13,54.2,0.809
"08.04.04","10:00:00",1207,1041,813,1620,1319,16.5,42.6,0.7912
"08.04.04","11:00:00",1223,1075,818,1678,1198,19.3,34.2,0.7566
"08.04.04","12:00:00",1121,1026,865,1541,958,21.5,27.4,0.6941
"08.04.04","13:00:00",1176,1123,816,1609,1068,20.4,26.7,0.6323
"08.04.04","14:00:00",1144,1114,845,1551,1010,20.6,22.6,0.5432
"08.04.04","15:00:00",1136,1089,856,1552,928,20.6,24.8,0.5931
"08.04.04","16:00:00",1085,1004,888,1454,816,21,25.4,0.6264
"08.04.04","17:00:00",1297,1287,723,1798,1216,21.5,24.5,0.6203
"08.04.04","18:00:00",1408,1404,646,1972,1463,19.3,28.6,0.6357
"08.04.04","19:00:00",1618,1530,579,2167,1791,18,32.9,0.6737
"08.04.04","20:00:00",1319,1172,746,1699,1425,15.8,39.8,0.7096
"08.04.04","21:00:00",1045,857,968,1410,922,15.3,41.5,0.7194
"08.04.04","22:00:00",1058,824,993,1411,971,14.1,46,0.7363
"09.04.04","23:00:00",1176,917,866,1560,1151,12,67.9,0.9523
"10.04.04","0:00:00",1047,783,1014,1449,975,12,66.9,0.9336
"10.04.04","1:00:00",1116,854,929,1533,1034,11.5,70.1,0.9503
"10.04.04","2:00:00",1074,832,951,1507,980,11.4,69.8,0.939
"10.04.04","3:00:00",922,687,1142,1390,825,11.1,69.3,0.9128
"10.04.04","4:00:00",898,669,1163,1386,807,10.8,70.3,0.9092
"10.04.04","5:00:00",970,708,1121,1435,842,10.2,73.4,0.9129
"10.04.04","6:00:00",1073,812,988,1500,950,10.8,70.5,0.9142
"10.04.04","7:00:00",1081,906,895,1591,1024,11,71,0.9279
"10.04.04","8:00:00",1159,976,837,1663,1098,12.4,64,0.9206
"10.04.04","9:00:00",1112,931,869,1588,1011,15,53.1,0.8993
"10.04.04","10:00:00",1112,917,897,1542,931,16.6,44.4,0.8313
"10.04.04","11:00:00",1063,877,971,1481,811,18,38.4,0.7862
"10.04.04","12:00:00",1032,892,973,1457,756,20.6,30,0.7213
"10.04.04","13:00:00",936,829,1054,1336,607,19.9,26.7,0.6137
"10.04.04","14:00:00",883,766,1152,1238,498,19.8,23.1,0.5283
"10.04.04","15:00:00",942,852,1055,1318,540,21.4,22.7,0.5722
"10.04.04","16:00:00",943,850,1084,1296,544,22.1,21.3,0.5605
"10.04.04","17:00:00",1007,875,1027,1357,620,21.1,24.5,0.604
"10.04.04","18:00:00",1037,927,949,1426,740,18.3,31.6,0.6562
"10.04.04","19:00:00",1127,1022,871,1534,921,16.1,35,0.6372
